,Estados Unidos Mexicanos,Entidad federativa,Área urbana y rural ,Alfabetismo,Sexo,Población de 6 años y más,6 años,7 años,8 años,9 años,De 10 a 14 años,De 15 a 19 años,De 20 a 24 años,De 25 a 29 años,De 30 a 39 años,De 40 a 49 años,De 50 a 59 años,De 60 y más años,No indicados
354,Estados Unidos Mexicanos,Hidalgo,Total,Total,Hombres,399592,17220,15735,16257,12832,66525,51469,39005,34657,56330,37194,23861,26809,1698
355,Estados Unidos Mexicanos,Hidalgo,Total,Total,Mujeres,398640,16824,15263,16086,12183,60328,49019,40898,36951,55936,37545,25025,31145,1437
356,Estados Unidos Mexicanos,Hidalgo,Total,Alfabetos,Total,351647,2189,6754,10662,11655,74591,57447,42422,32953,49317,29358,16324,16545,1430
357,Estados Unidos Mexicanos,Hidalgo,Total,Alfabetos,Hombres,197894,1146,3461,5494,6080,39715,31186,22992,18716,29658,18419,10230,9998,799
358,Estados Unidos Mexicanos,Hidalgo,Total,Alfabetos,Mujeres,153753,1043,3293,5168,5575,34876,26261,19430,14237,19659,10939,6094,6547,631
359,Estados Unidos Mexicanos,Hidalgo,Total,Analfabetos,Total,446585,31855,24244,21681,13360,52262,43041,37481,38655,62949,45381,32562,41409,1705
360,Estados Unidos Mexicanos,Hidalgo,Total,Analfabetos,Hombres,201698,16074,12274,10763,6752,26810,20283,16013,15941,26672,18775,13631,16811,899
361,Estados Unidos Mexicanos,Hidalgo,Total,Analfabetos,Mujeres,244887,15781,11970,10918,6608,25452,22758,21468,22714,36277,26606,18931,24598,806
362,Estados Unidos Mexicanos,Hidalgo,Urbana,Total,Total,176506,6444,6103,6082,5156,28996,22720,18107,16138,24976,16815,10977,12678,1314
363,Estados Unidos Mexicanos,Hidalgo,Urbana,Total,Hombres,83725,3208,3128,2984,2579,14443,10854,8205,7525,11816,7983,5053,5258,689
364,Estados Unidos Mexicanos,Hidalgo,Urbana,Total,Mujeres,92781,3236,2975,3098,2577,14553,11866,9902,8613,13160,8832,5924,7420,625
365,Estados Unidos Mexicanos,Hidalgo,Urbana,Alfabetos,Total,125591,1045,2597,3678,3788,23571,18662,14654,12438,18366,11561,6821,7303,1107
366,Estados Unidos Mexicanos,Hidalgo,Urbana,Alfabetos,Hombres,63193,509,1333,1805,1910,11772,9164,6923,6116,9523,6243,3682,3645,568
367,Estados Unidos Mexicanos,Hidalgo,Urbana,Alfabetos,Mujeres,62398,536,1264,1873,1878,11799,9498,7731,6322,8843,5318,3139,3658,539
368,Estados Unidos Mexicanos,Hidalgo,Urbana,Analfabetos,Total,50915,5399,3506,2404,1368,5425,4058,3453,3700,6610,5254,4156,5375,207
369,Estados Unidos Mexicanos,Hidalgo,Urbana,Analfabetos,Hombres,20532,2699,1795,1179,669,2671,1690,1282,1409,2293,1740,1371,1613,121
370,Estados Unidos Mexicanos,Hidalgo,Urbana,Analfabetos,Mujeres,30383,2700,1711,1225,699,2754,2368,2171,2291,4317,3514,2785,3762,86
371,Estados Unidos Mexicanos,Hidalgo,Rural,Total,Total,621726,27600,24895,26261,19859,97857,77768,61796,55470,87290,57924,37909,45276,1821
372,Estados Unidos Mexicanos,Hidalgo,Rural,Total,Hombres,315867,14012,12607,13273,10253,52082,40615,30800,27132,44514,29211,18808,21551,1009
373,Estados Unidos Mexicanos,Hidalgo,Rural,Total,Mujeres,305859,13588,12288,12988,9606,45775,37153,30996,28338,42776,28713,19101,23725,812
374,Estados Unidos Mexicanos,Hidalgo,Rural,Alfabetos,Total,226056,1144,4157,6984,7867,51020,38785,27768,20515,30951,17797,9503,9242,323
375,Estados Unidos Mexicanos,Hidalgo,Rural,Alfabetos,Hombres,134701,637,2128,3689,4170,27943,22022,16069,12600,20135,12176,6548,6353,231
376,Estados Unidos Mexicanos,Hidalgo,Rural,Alfabetos,Mujeres,91355,507,2029,3295,3697,23077,16763,11699,7915,10816,5621,2955,2889,92
377,Estados Unidos Mexicanos,Hidalgo,Rural,Analfabetos,Total,395670,26456,20738,19277,11992,46837,38983,34028,34955,56339,40127,28406,36034,1498
378,Estados Unidos Mexicanos,Hidalgo,Rural,Analfabetos,Hombres,181166,13375,10479,9584,6083,24139,18593,14731,14532,24379,17035,12260,15198,778
379,Estados Unidos Mexicanos,Hidalgo,Rural,Analfabetos,Mujeres,214504,13081,10259,9693,5909,22698,20390,19297,20423,31960,23092,16146,20836,720
380,Estados Unidos Mexicanos,Jalisco,Total,Total,Total,1960613,79688,75207,74740,62458,313600,252316,196070,153499,265210,195115,132545,151527,8638
381,Estados Unidos Mexicanos,Jalisco,Total,Total,Hombres,960981,40595,38534,38242,31623,159625,123924,92713,72193,126744,94677,63974,73132,5005
382,Estados Unidos Mexicanos,Jalisco,Total,Total,Mujeres,999632,39093,36673,36498,30835,153975,128392,103357,81306,138466,100438,68571,78395,3633
383,Estados Unidos Mexicanos,Jalisco,Total,Alfabetos,Total,1277730,9805,24336,34282,36721,226407,194068,151109,113337,186494,132837,82483,82302,3549
384,Estados Unidos Mexicanos,Jalisco,Total,Alfabetos,Hombres,632709,4898,12262,17284,18383,114312,94340,72382,54561,92118,66925,41685,41022,2537
385,Estados Unidos Mexicanos,Jalisco,Total,Alfabetos,Mujeres,645021,4907,12074,16998,18338,112095,99728,78727,58776,94376,65912,40798,41280,1012
386,Estados Unidos Mexicanos,Jalisco,Total,Analfabetos,Total,682883,69883,50871,40458,25737,87193,58248,44961,40162,78716,62278,50062,69225,5089
387,Estados Unidos Mexicanos,Jalisco,Total,Analfabetos,Hombres,328272,35697,26272,20958,13240,45313,29584,20331,17632,34626,27752,22289,32110,2468
388,Estados Unidos Mexicanos,Jalisco,Total,Analfabetos,Mujeres,354611,34186,24599,19500,12497,41880,28664,24630,22530,44090,34526,27773,37115,2621
389,Estados Unidos Mexicanos,Jalisco,Urbana,Total,Total,1151516,44418,42669,41494,36037,176558,144619,115747,91360,161233,118272,81031,93010,5068
390,Estados Unidos Mexicanos,Jalisco,Urbana,Total,Hombres,548290,22627,21809,21178,18066,88448,69319,53060,41722,75352,55725,37433,40642,2909
391,Estados Unidos Mexicanos,Jalisco,Urbana,Total,Mujeres,603226,21791,20860,20316,17971,88110,75300,62687,49638,85881,62547,43598,52368,2159
392,Estados Unidos Mexicanos,Jalisco,Urbana,Alfabetos,Total,852499,7481,17928,24181,25565,146875,123811,97966,74681,125951,89613,57097,58333,3017
393,Estados Unidos Mexicanos,Jalisco,Urbana,Alfabetos,Hombres,413927,3753,9055,12313,12833,73877,59467,45700,35082,61248,44031,27820,26523,2225
394,Estados Unidos Mexicanos,Jalisco,Urbana,Alfabetos,Mujeres,438572,3728,8873,11868,12732,72998,64344,52266,39599,64703,45582,29277,31810,792
395,Estados Unidos Mexicanos,Jalisco,Urbana,Analfabetos,Total,299017,36937,24741,17313,10472,29683,20808,17781,16679,35282,28659,23934,34677,2051
396,Estados Unidos Mexicanos,Jalisco,Urbana,Analfabetos,Hombres,134363,18874,12754,8865,5233,14571,9852,7360,6640,14104,11694,9613,14119,684
397,Estados Unidos Mexicanos,Jalisco,Urbana,Analfabetos,Mujeres,164654,18063,11987,8448,5239,15112,10956,10421,10039,21178,16965,14321,20558,1367
398,Estados Unidos Mexicanos,Jalisco,Rural,Total,Total,809097,35270,32538,33246,26421,137042,107697,80323,62139,103977,76843,51514,58517,3570
399,Estados Unidos Mexicanos,Jalisco,Rural,Total,Hombres,412691,17968,16725,17064,13557,71177,54605,39653,30471,51392,38952,26541,32490,2096
400,Estados Unidos Mexicanos,Jalisco,Rural,Total,Mujeres,396406,17302,15813,16182,12864,65865,53092,40670,31668,52585,37891,24973,26027,1474
401,Estados Unidos Mexicanos,Jalisco,Rural,Alfabetos,Total,425231,2324,6408,10101,11156,79532,70257,53143,38656,60543,43224,25386,23969,532
402,Estados Unidos Mexicanos,Jalisco,Rural,Alfabetos,Hombres,218782,1145,3207,4971,5550,40435,34873,26682,19479,30870,22894,13865,14499,312
403,Estados Unidos Mexicanos,Jalisco,Rural,Alfabetos,Mujeres,206449,1179,3201,5130,5606,39097,35384,26461,19177,29673,20330,11521,9470,220
404,Estados Unidos Mexicanos,Jalisco,Rural,Analfabetos,Total,383866,32946,26130,23145,15265,57510,37440,27180,23483,43434,33619,26128,34548,3038
405,Estados Unidos Mexicanos,Jalisco,Rural,Analfabetos,Hombres,193909,16823,13518,12093,8007,30742,19732,12971,10992,20522,16058,12676,17991,1784
406,Estados Unidos Mexicanos,Jalisco,Rural,Analfabetos,Mujeres,189957,16123,12612,11052,7258,26768,17708,14209,12491,22912,17561,13452,16557,1254
407,Estados Unidos Mexicanos,México,Total,Total,Total,1510463,66493,61328,62184,48590,238499,181501,154543,136479,215403,131662,101385,109756,2640
408,Estados Unidos Mexicanos,México,Total,Total,Hombres,763071,31485,34501,31043,24392,124758,92957,75076,66573,109390,66055,51104,54112,1625
409,Estados Unidos Mexicanos,México,Total,Total,Mujeres,747392,35008,26827,31141,24198,113741,88544,79467,69906,106013,65607,50281,55644,1015
410,Estados Unidos Mexicanos,México,Total,Alfabetos,Total,866985,15828,30806,24684,25989,159359,132164,105004,86334,129235,70293,44290,42238,761
411,Estados Unidos Mexicanos,México,Total,Alfabetos,Hombres,495377,12868,22788,12774,13552,84781,69941,56083,47841,76647,43261,28281,26098,462
412,Estados Unidos Mexicanos,México,Total,Alfabetos,Mujeres,371608,2960,8018,11910,12437,74578,62223,48921,38493,52588,27032,16009,16140,299
413,Estados Unidos Mexicanos,México,Total,Analfabetos,Total,643478,50665,30522,37500,22601,79140,49337,49539,50145,86168,61369,57095,67518,1879
414,Estados Unidos Mexicanos,México,Total,Analfabetos,Hombres,267694,18617,11713,18269,10840,39977,23016,18993,18732,32743,22794,22823,28014,1163
415,Estados Unidos Mexicanos,México,Total,Analfabetos,Mujeres,375784,32048,18809,19231,11761,39163,26321,30546,31413,53425,38575,34272,39504,716
416,Estados Unidos Mexicanos,México,Urbana,Total,Total,572291,23081,18536,21196,17444,92113,70081,59822,52821,83240,50821,39279,42635,1222
417,Estados Unidos Mexicanos,México,Urbana,Total,Hombres,283349,9720,11248,10205,8512,47216,35111,28269,25400,41881,25549,19441,20033,764
418,Estados Unidos Mexicanos,México,Urbana,Total,Mujeres,288942,13361,7288,10991,8932,44897,34970,31553,27421,41359,25272,19838,22602,458
419,Estados Unidos Mexicanos,México,Urbana,Alfabetos,Total,369494,2721,13464,11294,11949,65904,57126,44505,36788,56113,30929,19621,18773,307
420,Estados Unidos Mexicanos,México,Urbana,Alfabetos,Hombres,200086,1338,9508,5751,6198,34234,28467,22568,19480,31795,18199,11810,10566,172
421,Estados Unidos Mexicanos,México,Urbana,Alfabetos,Mujeres,169408,1383,3956,5543,5751,31670,28659,21937,17308,24318,12730,7811,8207,135
422,Estados Unidos Mexicanos,México,Urbana,Analfabetos,Total,202797,20360,5072,9902,5495,26209,12955,15317,16033,27127,19892,19658,23862,915
423,Estados Unidos Mexicanos,México,Urbana,Analfabetos,Hombres,83263,8382,1740,4454,2314,12982,6644,5701,5920,10086,7350,7631,9467,592
424,Estados Unidos Mexicanos,México,Urbana,Analfabetos,Mujeres,119534,11978,3332,5448,3181,13227,6311,9616,10113,17041,12542,12027,14395,323
425,Estados Unidos Mexicanos,México,Rural,Total,Total,938172,43412,42792,40988,31146,146386,111420,94721,83658,132163,80841,62106,67121,1418
426,Estados Unidos Mexicanos,México,Rural,Total,Hombres,479722,21765,23253,20838,15880,77542,57846,46807,41173,67509,40506,31663,34079,861
427,Estados Unidos Mexicanos,México,Rural,Total,Mujeres,458450,21647,19539,20150,15266,68844,53574,47914,42485,64654,40335,30443,33042,557
428,Estados Unidos Mexicanos,México,Rural,Alfabetos,Total,497491,13107,17342,13390,14040,93455,75038,60499,49546,73122,39364,24669,23465,454
429,Estados Unidos Mexicanos,México,Rural,Alfabetos,Hombres,295291,11530,13280,7023,7354,50547,41474,33515,28361,44852,25062,16471,15532,290
430,Estados Unidos Mexicanos,México,Rural,Alfabetos,Mujeres,202200,1577,4062,6367,6686,42908,33564,26984,21185,28270,14302,8198,7933,164
431,Estados Unidos Mexicanos,México,Rural,Analfabetos,Total,440681,30305,25450,27598,17106,52931,36382,34222,34112,59041,41477,37437,43656,964
432,Estados Unidos Mexicanos,México,Rural,Analfabetos,Hombres,184431,10235,9973,13815,8526,26995,16372,13292,12812,22657,15444,15192,18547,571
433,Estados Unidos Mexicanos,México,Rural,Analfabetos,Mujeres,256250,20070,15477,13783,8580,25936,20010,20930,21300,36384,26033,22245,25109,393
434,Estados Unidos Mexicanos,Michoacán,Total,Total,Total,1480448,65360,60856,61887,47933,243939,185425,148160,124314,199494,135243,95752,106262,5823
435,Estados Unidos Mexicanos,Michoacán,Total,Total,Hombres,737635,33509,31259,31378,24373,125594,91334,70007,58911,98112,66941,48066,54811,3340
436,Estados Unidos Mexicanos,Michoacán,Total,Total,Mujeres,742813,31851,29597,30509,23560,118345,94091,78153,65403,101382,68302,47686,51451,2483
437,Estados Unidos Mexicanos,Michoacán,Total,Alfabetos,Total,754294,5309,12643,19100,20682,142494,119400,94047,72763,109563,68000,41104,46421,2768
438,Estados Unidos Mexicanos,Michoacán,Total,Alfabetos,Hombres,390314,2690,6626,9588,10432,72144,57973,45785,36673,58477,37040,23197,28099,1590
439,Estados Unidos Mexicanos,Michoacán,Total,Alfabetos,Mujeres,363980,2619,6017,9512,10250,70350,61427,48262,36090,51086,30960,17907,18322,1178
440,Estados Unidos Mexicanos,Michoacán,Total,Analfabetos,Total,726154,60051,48213,42787,27251,101445,66025,54113,51551,89931,67243,54648,59841,3055
441,Estados Unidos Mexicanos,Michoacán,Total,Analfabetos,Hombres,347321,30819,24633,21790,13941,53450,33361,24222,22238,39635,29901,24869,26712,1750
442,Estados Unidos Mexicanos,Michoacán,Total,Analfabetos,Mujeres,378833,29232,23580,20997,13310,47995,32664,29891,29313,50296,37342,29779,33129,1305
443,Estados Unidos Mexicanos,Michoacán,Urbana,Total,Total,600026,24372,23212,23180,18988,96860,74175,59863,49268,81822,56658,40572,48124,2932
444,Estados Unidos Mexicanos,Michoacán,Urbana,Total,Hombres,288902,12448,11949,11630,9524,49314,35468,26710,22496,38787,26944,19289,22665,1678
445,Estados Unidos Mexicanos,Michoacán,Urbana,Total,Mujeres,311124,11924,11263,11550,9464,47546,38707,33153,26772,43035,29714,21283,25459,1254
446,Estados Unidos Mexicanos,Michoacán,Urbana,Alfabetos,Total,372466,3179,7516,10546,11276,70075,56490,44839,34691,54267,35620,23093,18425,2449
447,Estados Unidos Mexicanos,Michoacán,Urbana,Alfabetos,Hombres,183856,1628,3967,5255,5705,35757,27129,20819,16661,27623,18313,11959,7621,1419
448,Estados Unidos Mexicanos,Michoacán,Urbana,Alfabetos,Mujeres,188610,1551,3549,5291,5571,34318,29361,24020,18030,26644,17307,11134,10804,1030
449,Estados Unidos Mexicanos,Michoacán,Urbana,Analfabetos,Total,227560,21193,15696,12634,7712,26785,17685,15024,14577,27555,21038,17479,29699,483
450,Estados Unidos Mexicanos,Michoacán,Urbana,Analfabetos,Hombres,105046,10820,7982,6375,3819,13557,8339,5891,5835,11164,8631,7330,15044,259
451,Estados Unidos Mexicanos,Michoacán,Urbana,Analfabetos,Mujeres,122514,10373,7714,6259,3893,13228,9346,9133,8742,16391,12407,10149,14655,224
452,Estados Unidos Mexicanos,Michoacán,Rural,Total,Total,880422,40988,37644,38707,28945,147079,111250,88297,75046,117672,78585,55180,58138,2891
453,Estados Unidos Mexicanos,Michoacán,Rural,Total,Hombres,448733,21061,19310,19748,14849,76280,55866,43297,36415,59325,39997,28777,32146,1662
454,Estados Unidos Mexicanos,Michoacán,Rural,Total,Mujeres,431689,19927,18334,18959,14096,70799,55384,45000,38631,58347,38588,26403,25992,1229
455,Estados Unidos Mexicanos,Michoacán,Rural,Alfabetos,Total,381828,2130,5127,8554,9406,72419,62910,49208,38072,55296,32380,18011,27996,319
456,Estados Unidos Mexicanos,Michoacán,Rural,Alfabetos,Hombres,206458,1062,2659,4333,4727,36387,30844,24966,20012,30854,18727,11238,20478,171
457,Estados Unidos Mexicanos,Michoacán,Rural,Alfabetos,Mujeres,175370,1068,2468,4221,4679,36032,32066,24242,18060,24442,13653,6773,7518,148
458,Estados Unidos Mexicanos,Michoacán,Rural,Analfabetos,Total,498594,38858,32517,30153,19539,74660,48340,39089,36974,62376,46205,37169,30142,2572
459,Estados Unidos Mexicanos,Michoacán,Rural,Analfabetos,Hombres,242275,19999,16651,15415,10122,39893,25022,18331,16403,28471,21270,17539,11668,1491
460,Estados Unidos Mexicanos,Michoacán,Rural,Analfabetos,Mujeres,256319,18859,15866,14738,9417,34767,23318,20758,20571,33905,24935,19630,18474,1081
461,Estados Unidos Mexicanos,Morelos,Total,Total,Total,309772,12524,12221,11806,9822,46621,37379,31538,29188,45534,26169,21540,23767,1663
462,Estados Unidos Mexicanos,Morelos,Total,Total,Hombres,154391,6386,6269,5940,5055,23958,18335,15044,14020,22985,12864,10725,11736,1074
463,Estados Unidos Mexicanos,Morelos,Total,Total,Mujeres,155381,6138,5952,5866,4767,22663,19044,16494,15168,22549,13305,10815,12031,589
464,Estados Unidos Mexicanos,Morelos,Total,Alfabetos,Total,188468,1549,4597,6279,6478,35424,27794,20311,19436,28832,13979,10409,12223,1157
465,Estados Unidos Mexicanos,Morelos,Total,Alfabetos,Hombres,98885,761,2332,3087,3326,17999,13717,9911,9901,16003,8006,6249,6903,690
466,Estados Unidos Mexicanos,Morelos,Total,Alfabetos,Mujeres,89583,788,2265,3192,3152,17425,14077,10400,9535,12829,5973,4160,5320,467
467,Estados Unidos Mexicanos,Morelos,Total,Analfabetos,Total,121304,10975,7624,5527,3344,11197,9585,11227,9752,16702,12190,11131,11544,506
468,Estados Unidos Mexicanos,Morelos,Total,Analfabetos,Hombres,55506,5625,3937,2853,1729,5959,4618,5133,4119,6982,4858,4476,4833,384
469,Estados Unidos Mexicanos,Morelos,Total,Analfabetos,Mujeres,65798,5350,3687,2674,1615,5238,4967,6094,5633,9720,7332,6655,6711,122
470,Estados Unidos Mexicanos,Morelos,Urbana,Total,Total,165533,6112,6002,5842,4911,24244,20010,15961,15864,25614,15912,12005,11841,1215
471,Estados Unidos Mexicanos,Morelos,Urbana,Total,Hombres,81366,3092,3098,2909,2488,12190,9542,8090,7481,12662,7688,5833,5577,716
472,Estados Unidos Mexicanos,Morelos,Urbana,Total,Mujeres,84167,3020,2904,2933,2423,12054,10468,7871,8383,12952,8224,6172,6264,499
473,Estados Unidos Mexicanos,Morelos,Urbana,Alfabetos,Total,106525,960,2661,3553,3579,19184,15422,9065,11089,17146,9312,6661,6811,1082
474,Estados Unidos Mexicanos,Morelos,Urbana,Alfabetos,Hombres,54270,471,1362,1734,1815,9591,7444,4157,5480,9203,5033,3722,3609,649
475,Estados Unidos Mexicanos,Morelos,Urbana,Alfabetos,Mujeres,52255,489,1299,1819,1764,9593,7978,4908,5609,7943,4279,2939,3202,433
476,Estados Unidos Mexicanos,Morelos,Urbana,Analfabetos,Total,59008,5152,3341,2289,1332,5060,4588,6896,4775,8468,6600,5344,5030,133
477,Estados Unidos Mexicanos,Morelos,Urbana,Analfabetos,Hombres,27096,2621,1736,1175,673,2599,2098,3933,2001,3459,2655,2111,1968,67
478,Estados Unidos Mexicanos,Morelos,Urbana,Analfabetos,Mujeres,31912,2531,1605,1114,659,2461,2490,2963,2774,5009,3945,3233,3062,66
479,Estados Unidos Mexicanos,Morelos,Rural,Total,Total,144239,6412,6219,5964,4911,22377,17369,15577,13324,19920,10257,9535,11926,448
480,Estados Unidos Mexicanos,Morelos,Rural,Total,Hombres,73025,3294,3171,3031,2567,11768,8793,6954,6539,10323,5176,4892,6159,358
481,Estados Unidos Mexicanos,Morelos,Rural,Total,Mujeres,71214,3118,3048,2933,2344,10609,8576,8623,6785,9597,5081,4643,5767,90
482,Estados Unidos Mexicanos,Morelos,Rural,Alfabetos,Total,81943,589,1936,2726,2899,16240,12372,11246,8347,11686,4667,3748,5412,75
483,Estados Unidos Mexicanos,Morelos,Rural,Alfabetos,Hombres,44615,290,970,1353,1511,8408,6273,5754,4421,6800,2973,2527,3294,41
484,Estados Unidos Mexicanos,Morelos,Rural,Alfabetos,Mujeres,37328,299,966,1373,1388,7832,6099,5492,3926,4886,1694,1221,2118,34
485,Estados Unidos Mexicanos,Morelos,Rural,Analfabetos,Total,62296,5823,4283,3238,2012,6137,4997,4331,4977,8234,5590,5787,6514,373
486,Estados Unidos Mexicanos,Morelos,Rural,Analfabetos,Hombres,28410,3004,2201,1678,1056,3360,2520,1200,2118,3523,2203,2365,2865,317
487,Estados Unidos Mexicanos,Morelos,Rural,Analfabetos,Mujeres,33886,2819,2082,1560,956,2777,2477,3131,2859,4711,3387,3422,3649,56
488,Estados Unidos Mexicanos,Nayarit,Total,Total,Total,310880,13550,12520,12484,10383,50050,40293,31075,24734,41725,31582,20546,21575,363
489,Estados Unidos Mexicanos,Nayarit,Total,Total,Hombres,156880,6882,6426,6408,5275,25586,20266,15129,12004,20750,16145,10761,11024,224
490,Estados Unidos Mexicanos,Nayarit,Total,Total,Mujeres,154000,6668,6094,6076,5108,24464,20027,15946,12730,20975,15437,9785,10551,139
491,Estados Unidos Mexicanos,Nayarit,Total,Alfabetos,Total,205019,1586,4286,6435,6915,39396,32349,24152,18085,29313,20251,11520,10559,172
492,Estados Unidos Mexicanos,Nayarit,Total,Alfabetos,Hombres,102984,764,2140,3198,3445,19666,15955,11707,8830,14742,10626,6233,5556,122
493,Estados Unidos Mexicanos,Nayarit,Total,Alfabetos,Mujeres,102035,822,2146,3237,3470,19730,16394,12445,9255,14571,9625,5287,5003,50
494,Estados Unidos Mexicanos,Nayarit,Total,Analfabetos,Total,105861,11964,8234,6049,3468,10654,7944,6923,6649,12412,11331,9026,11016,191
495,Estados Unidos Mexicanos,Nayarit,Total,Analfabetos,Hombres,53896,6118,4286,3210,1830,5920,4311,3422,3174,6008,5519,4528,5468,102
496,Estados Unidos Mexicanos,Nayarit,Total,Analfabetos,Mujeres,51965,5846,3948,2839,1638,4734,3633,3501,3475,6404,5812,4498,5548,89
497,Estados Unidos Mexicanos,Nayarit,Urbana,Total,Total,132376,5196,4922,4877,4395,20872,17364,13085,10273,18036,13833,9188,10146,189
498,Estados Unidos Mexicanos,Nayarit,Urbana,Total,Hombres,63996,2669,2461,2484,2200,10482,8368,5989,4710,8522,6771,4524,4714,102
499,Estados Unidos Mexicanos,Nayarit,Urbana,Total,Mujeres,68380,2527,2461,2393,2195,10390,8996,7096,5563,9514,7062,4664,5432,87
500,Estados Unidos Mexicanos,Nayarit,Urbana,Alfabetos,Total,99342,825,2254,3185,3373,18059,15357,11212,8440,14260,10198,6074,5978,127
501,Estados Unidos Mexicanos,Nayarit,Urbana,Alfabetos,Hombres,48303,390,1107,1611,1643,8964,7344,5122,3913,6861,5166,3144,2952,86
502,Estados Unidos Mexicanos,Nayarit,Urbana,Alfabetos,Mujeres,51039,435,1147,1574,1730,9095,8013,6090,4527,7399,5032,2930,3026,41
503,Estados Unidos Mexicanos,Nayarit,Urbana,Analfabetos,Total,33034,4371,2668,1692,1022,2813,2007,1873,1833,3776,3635,3114,4168,62
504,Estados Unidos Mexicanos,Nayarit,Urbana,Analfabetos,Hombres,15693,2279,1354,873,557,1518,1024,867,797,1661,1605,1380,1762,16
505,Estados Unidos Mexicanos,Nayarit,Urbana,Analfabetos,Mujeres,17341,2092,1314,819,465,1295,983,1006,1036,2115,2030,1734,2406,46
506,Estados Unidos Mexicanos,Nayarit,Rural,Total,Total,178504,8354,7598,7607,5988,29178,22929,17990,14461,23689,17749,11358,11429,174
507,Estados Unidos Mexicanos,Nayarit,Rural,Total,Hombres,92884,4213,3965,3924,3075,15104,11898,9140,7294,12228,9374,6237,6310,122
508,Estados Unidos Mexicanos,Nayarit,Rural,Total,Mujeres,85620,4141,3633,3683,2913,14074,11031,8850,7167,11461,8375,5121,5119,52
509,Estados Unidos Mexicanos,Nayarit,Rural,Alfabetos,Total,105677,761,2032,3250,3542,21337,16992,12940,9645,15053,10053,5446,4581,45
510,Estados Unidos Mexicanos,Nayarit,Rural,Alfabetos,Hombres,54681,374,1033,1587,1802,10702,8611,6585,4917,7881,5460,3089,2604,36
511,Estados Unidos Mexicanos,Nayarit,Rural,Alfabetos,Mujeres,50996,387,999,1663,1740,10635,8381,6355,4728,7172,4593,2357,1977,9
512,Estados Unidos Mexicanos,Nayarit,Rural,Analfabetos,Total,72827,7593,5566,4357,2446,7841,5937,5050,4816,8636,7696,5912,6848,129
513,Estados Unidos Mexicanos,Nayarit,Rural,Analfabetos,Hombres,38203,3839,2932,2337,1273,4402,3287,2555,2377,4347,3914,3148,3706,86
514,Estados Unidos Mexicanos,Nayarit,Rural,Analfabetos,Mujeres,34624,3754,2634,2020,1173,3439,2650,2495,2439,4289,3782,2764,3142,43
515,Estados Unidos Mexicanos,Nuevo León,Total,Total,Total,872924,31371,29001,29350,26020,131553,115166,101436,78329,124880,83835,62419,58496,1068
516,Estados Unidos Mexicanos,Nuevo León,Total,Total,Hombres,437446,15943,14888,14972,13258,67239,57532,49668,38104,62174,41556,32147,29439,526
517,Estados Unidos Mexicanos,Nuevo León,Total,Total,Mujeres,435478,15428,14113,14378,12762,64314,57634,51768,40225,62706,42279,30272,29057,542
518,Estados Unidos Mexicanos,Nuevo León,Total,Alfabetos,Total,704456,7324,17972,23008,22327,118334,103183,89655,67462,105701,66841,44585,37601,463
519,Estados Unidos Mexicanos,Nuevo León,Total,Alfabetos,Hombres,359008,3564,9097,11708,11318,60287,51759,44576,33533,53960,34514,24242,20193,257
520,Estados Unidos Mexicanos,Nuevo León,Total,Alfabetos,Mujeres,345448,3760,8875,11300,11009,58047,51424,45079,33929,51741,32327,20343,17408,206
521,Estados Unidos Mexicanos,Nuevo León,Total,Analfabetos,Total,168468,24047,11029,6342,3693,13219,11983,11781,10867,19179,16994,17834,20895,605
522,Estados Unidos Mexicanos,Nuevo León,Total,Analfabetos,Hombres,78438,12379,5791,3264,1940,6952,5773,5092,4571,8214,7042,7905,9246,269
523,Estados Unidos Mexicanos,Nuevo León,Total,Analfabetos,Mujeres,90030,11668,5238,3078,1753,6267,6210,6689,6296,10965,9952,9929,11649,336
524,Estados Unidos Mexicanos,Nuevo León,Urbana,Total,Total,614763,21001,19730,19598,17688,90579,81891,73662,57555,90124,59729,43687,38788,731
525,Estados Unidos Mexicanos,Nuevo León,Urbana,Total,Hombres,302619,10670,10177,9980,8940,45968,40313,35466,27676,44190,28898,21665,18325,351
526,Estados Unidos Mexicanos,Nuevo León,Urbana,Total,Mujeres,312144,10331,9553,9618,8748,44611,41578,38196,29879,45934,30831,22022,20463,380
527,Estados Unidos Mexicanos,Nuevo León,Urbana,Alfabetos,Total,517953,5153,12794,16116,15670,83195,75236,67087,51350,78929,50407,34086,27568,362
528,Estados Unidos Mexicanos,Nuevo León,Urbana,Alfabetos,Hombres,260412,2537,6500,8192,7900,42186,37361,32895,25318,39807,25464,17996,14054,202
529,Estados Unidos Mexicanos,Nuevo León,Urbana,Alfabetos,Mujeres,257541,2616,6294,7924,7770,41009,37875,34192,26032,39122,24943,16090,13514,160
530,Estados Unidos Mexicanos,Nuevo León,Urbana,Analfabetos,Total,96810,15848,6936,3482,2018,7384,6655,6575,6205,11195,9322,9601,11220,369
531,Estados Unidos Mexicanos,Nuevo León,Urbana,Analfabetos,Hombres,42207,8133,3677,1788,1040,3782,2952,2571,2358,4383,3434,3669,4271,149
532,Estados Unidos Mexicanos,Nuevo León,Urbana,Analfabetos,Mujeres,54603,7715,3259,1694,978,3602,3703,4004,3847,6812,5888,5932,6949,220
