,Estados Unidos Mexicanos,Entidad federativa,Tamaño de la localidad,Grupos de edad,Saben leer y escribir :Hombres y mujeres,Saben leer y escribir :Hombres,No saben leer y escribir :Mujeres,No saben leer y escribir :Hombres y mujeres,No saben leer y escribir :Hombres,No saben leer y escribir :Mujeres,No saben leer y escribir :Hombres y mujeres,No saben leer y escribir :Hombres,No saben leer y escribir :Mujeres
1209,Estados Unidos Mexicanos,Oaxaca,Hasta 2 499 habitantes,De 6 a 9 años,185141,92733,92408,62980,32142,30838,122161,60591,61570
1210,Estados Unidos Mexicanos,Oaxaca,Hasta 2 499 habitantes,De 10 a 14 años,194027,101111,92916,135309,72352,62957,58718,28759,29959
1211,Estados Unidos Mexicanos,Oaxaca,Hasta 2 499 habitantes,De 15 a 19 años,136161,67568,68593,90462,48239,42223,45699,19329,26370
1212,Estados Unidos Mexicanos,Oaxaca,Hasta 2 499 habitantes,De 20 a 24 años,111096,52359,58737,65131,35086,30045,45965,17273,28692
1213,Estados Unidos Mexicanos,Oaxaca,Hasta 2 499 habitantes,De 25 a 29 años,100813,47364,53449,52803,29174,23629,48010,18190,29820
1214,Estados Unidos Mexicanos,Oaxaca,Hasta 2 499 habitantes,De 30 a 34 años,83226,41643,41583,41839,24634,17205,41387,17009,24378
1215,Estados Unidos Mexicanos,Oaxaca,Hasta 2 499 habitantes,De 35 a 39 años,82089,40612,41477,40487,24227,16260,41602,16385,25217
1216,Estados Unidos Mexicanos,Oaxaca,Hasta 2 499 habitantes,De 40 años y más,279176,140652,138524,103815,69444,34371,175361,71208,104153
1217,Estados Unidos Mexicanos,Oaxaca,De 2 500 a 4 999 habitantes,Total,165477,80767,84710,95586,51199,44387,69891,29568,40323
1218,Estados Unidos Mexicanos,Oaxaca,De 2 500 a 4 999 habitantes,De 6 a 9 años,25911,12758,13153,10613,5251,5362,15298,7507,7791
1219,Estados Unidos Mexicanos,Oaxaca,De 2 500 a 4 999 habitantes,De 10 a 14 años,27615,13803,13812,21325,10737,10588,6290,3066,3224
1220,Estados Unidos Mexicanos,Oaxaca,De 2 500 a 4 999 habitantes,De 15 a 19 años,19479,9406,10073,14495,7350,7145,4984,2056,2928
1221,Estados Unidos Mexicanos,Oaxaca,De 2 500 a 4 999 habitantes,De 20 a 24 años,15155,7020,8135,10087,5142,4945,5068,1878,3190
1222,Estados Unidos Mexicanos,Oaxaca,De 2 500 a 4 999 habitantes,De 25 a 29 años,13307,6115,7192,8038,4166,3872,5269,1949,3320
1223,Estados Unidos Mexicanos,Oaxaca,De 2 500 a 4 999 habitantes,De 30 a 34 años,11158,5415,5743,6552,3659,2893,4606,1756,2850
1224,Estados Unidos Mexicanos,Oaxaca,De 2 500 a 4 999 habitantes,De 35 a 39 años,11268,5410,5858,6202,3527,2675,5066,1883,3183
1225,Estados Unidos Mexicanos,Oaxaca,De 2 500 a 4 999 habitantes,De 40 años y más,41584,20840,20744,18274,11367,6907,23310,9473,13837
1226,Estados Unidos Mexicanos,Oaxaca,De 5 000 a 9 999 habitantes,Total,79364,38527,40837,46803,24877,21926,32561,13650,18911
1227,Estados Unidos Mexicanos,Oaxaca,De 5 000 a 9 999 habitantes,De 6 a 9 años,11966,5960,6006,5299,2633,2666,6667,3327,3340
1228,Estados Unidos Mexicanos,Oaxaca,De 5 000 a 9 999 habitantes,De 10 a 14 años,13356,6815,6541,10685,5509,5176,2671,1306,1365
1229,Estados Unidos Mexicanos,Oaxaca,De 5 000 a 9 999 habitantes,De 15 a 19 años,9703,4797,4906,7326,3703,3623,2377,1094,1283
1230,Estados Unidos Mexicanos,Oaxaca,De 5 000 a 9 999 habitantes,De 20 a 24 años,7188,3284,3904,4928,2421,2507,2260,863,1397
1231,Estados Unidos Mexicanos,Oaxaca,De 5 000 a 9 999 habitantes,De 25 a 29 años,6215,2867,3348,3939,2026,1913,2276,841,1435
1232,Estados Unidos Mexicanos,Oaxaca,De 5 000 a 9 999 habitantes,De 30 a 34 años,5153,2425,2728,3039,1599,1440,2114,826,1288
1233,Estados Unidos Mexicanos,Oaxaca,De 5 000 a 9 999 habitantes,De 35 a 39 años,5359,2545,2814,2958,1701,1257,2401,844,1557
1234,Estados Unidos Mexicanos,Oaxaca,De 5 000 a 9 999 habitantes,De 40 años y más,20424,9834,10590,8629,5285,3344,11795,4549,7246
1235,Estados Unidos Mexicanos,Oaxaca,De 10 000 a 19 999 habitantes,Total,73768,36125,37643,53356,27857,25499,20412,8268,12144
1236,Estados Unidos Mexicanos,Oaxaca,De 10 000 a 19 999 habitantes,De 6 a 9 años,11269,5764,5505,5994,3073,2921,5275,2691,2584
1237,Estados Unidos Mexicanos,Oaxaca,De 10 000 a 19 999 habitantes,De 10 a 14 años,12310,6317,5993,10814,5576,5238,1496,741,755
1238,Estados Unidos Mexicanos,Oaxaca,De 10 000 a 19 999 habitantes,De 15 a 19 años,9239,4447,4792,7950,3898,4052,1289,549,740
1239,Estados Unidos Mexicanos,Oaxaca,De 10 000 a 19 999 habitantes,De 20 a 24 años,7109,3288,3821,5749,2795,2954,1360,493,867
1240,Estados Unidos Mexicanos,Oaxaca,De 10 000 a 19 999 habitantes,De 25 a 29 años,6158,2851,3307,4687,2336,2351,1471,515,956
1241,Estados Unidos Mexicanos,Oaxaca,De 10 000 a 19 999 habitantes,De 30 a 34 años,5131,2463,2668,3854,2023,1831,1277,440,837
1242,Estados Unidos Mexicanos,Oaxaca,De 10 000 a 19 999 habitantes,De 35 a 39 años,5328,2513,2815,3784,2002,1782,1544,511,1033
1243,Estados Unidos Mexicanos,Oaxaca,De 10 000 a 19 999 habitantes,De 40 años y más,17224,8482,8742,10524,6154,4370,6700,2328,4372
1244,Estados Unidos Mexicanos,Oaxaca,De 20 000 a 49 999 habitantes,Total,42518,20430,22088,28855,15232,13623,13663,5198,8465
1245,Estados Unidos Mexicanos,Oaxaca,De 20 000 a 49 999 habitantes,De 6 a 9 años,6691,3254,3437,3518,1739,1779,3173,1515,1658
1246,Estados Unidos Mexicanos,Oaxaca,De 20 000 a 49 999 habitantes,De 10 a 14 años,7112,3452,3660,6013,3059,2954,1099,393,706
1247,Estados Unidos Mexicanos,Oaxaca,De 20 000 a 49 999 habitantes,De 15 a 19 años,5374,2552,2822,4327,2157,2170,1047,395,652
1248,Estados Unidos Mexicanos,Oaxaca,De 20 000 a 49 999 habitantes,De 20 a 24 años,4320,1956,2364,3270,1614,1656,1050,342,708
1249,Estados Unidos Mexicanos,Oaxaca,De 20 000 a 49 999 habitantes,De 25 a 29 años,3464,1573,1891,2480,1253,1227,984,320,664
1250,Estados Unidos Mexicanos,Oaxaca,De 20 000 a 49 999 habitantes,De 30 a 34 años,3135,1615,1520,2182,1224,958,953,391,562
1251,Estados Unidos Mexicanos,Oaxaca,De 20 000 a 49 999 habitantes,De 35 a 39 años,2878,1336,1542,1886,1027,859,992,309,683
1252,Estados Unidos Mexicanos,Oaxaca,De 20 000 a 49 999 habitantes,De 40 años y más,9544,4692,4852,5179,3159,2020,4365,1533,2832
1253,Estados Unidos Mexicanos,Oaxaca,De 50 000 habitantes y más,Total,82304,38068,44236,68798,33251,35547,13506,4817,8689
1254,Estados Unidos Mexicanos,Oaxaca,De 50 000 habitantes y más,De 6 a 9 años,10769,5174,5595,6721,3244,3477,4048,1930,2118
1255,Estados Unidos Mexicanos,Oaxaca,De 50 000 habitantes y más,De 10 a 14 años,13225,6323,6902,12293,5860,6433,932,463,469
1256,Estados Unidos Mexicanos,Oaxaca,De 50 000 habitantes y más,De 15 a 19 años,12065,5680,6385,11288,5347,5941,777,333,444
1257,Estados Unidos Mexicanos,Oaxaca,De 50 000 habitantes y más,De 20 a 24 años,8956,3982,4974,8244,3732,4512,712,250,462
1258,Estados Unidos Mexicanos,Oaxaca,De 50 000 habitantes y más,De 25 a 29 años,6801,3091,3710,6116,2895,3221,685,196,489
1259,Estados Unidos Mexicanos,Oaxaca,De 50 000 habitantes y más,De 30 a 34 años,5326,2425,2901,4688,2281,2407,638,144,494
1260,Estados Unidos Mexicanos,Oaxaca,De 50 000 habitantes y más,De 35 a 39 años,5660,2524,3136,4754,2299,2455,906,225,681
1261,Estados Unidos Mexicanos,Oaxaca,De 50 000 habitantes y más,De 40 años y más,19502,8869,10633,14694,7593,7101,4808,1276,3532
1262,Estados Unidos Mexicanos,Puebla,Total,Total,2008026,992246,1015780,1257075,674004,583071,750951,318242,432709
1263,Estados Unidos Mexicanos,Puebla,Total,De 6 a 9 años,312977,159834,153143,125132,63842,61290,187845,95992,91853
1264,Estados Unidos Mexicanos,Puebla,Total,De 10 a 14 años,331992,170614,161378,265310,138345,126965,66682,32269,34413
1265,Estados Unidos Mexicanos,Puebla,Total,De 15 a 19 años,252271,125207,127064,198998,102179,96819,53273,23028,30245
1266,Estados Unidos Mexicanos,Puebla,Total,De 20 a 24 años,196422,93645,102777,146249,74398,71851,50173,19247,30926
1267,Estados Unidos Mexicanos,Puebla,Total,De 25 a 29 años,164501,78714,85787,111240,58807,52433,53261,19907,33354
1268,Estados Unidos Mexicanos,Puebla,Total,De 30 a 34 años,133069,64857,68212,86674,47286,39388,46395,17571,28824
1269,Estados Unidos Mexicanos,Puebla,Total,De 35 a 39 años,136624,65737,70887,82080,45643,36437,54544,20094,34450
1270,Estados Unidos Mexicanos,Puebla,Total,De 40 años y más,480170,233638,246532,241392,143504,97888,238778,90134,148644
1271,Estados Unidos Mexicanos,Puebla,Hasta 2 499 habitantes,Total,1062616,534216,528400,567917,321046,246871,494699,213170,281529
1272,Estados Unidos Mexicanos,Puebla,Hasta 2 499 habitantes,De 6 a 9 años,172072,87310,84762,60586,30865,29721,111486,56445,55041
1273,Estados Unidos Mexicanos,Puebla,Hasta 2 499 habitantes,De 10 a 14 años,178352,92934,85418,132221,70410,61811,46131,22524,23607
1274,Estados Unidos Mexicanos,Puebla,Hasta 2 499 habitantes,De 15 a 19 años,129084,65793,63291,91271,49149,42122,37813,16644,21169
1275,Estados Unidos Mexicanos,Puebla,Hasta 2 499 habitantes,De 20 a 24 años,99995,48771,51224,64492,34915,29577,35503,13856,21647
1276,Estados Unidos Mexicanos,Puebla,Hasta 2 499 habitantes,De 25 a 29 años,87396,42478,44918,49318,27808,21510,38078,14670,23408
1277,Estados Unidos Mexicanos,Puebla,Hasta 2 499 habitantes,De 30 a 34 años,69785,34789,34996,37585,22116,15469,32200,12673,19527
1278,Estados Unidos Mexicanos,Puebla,Hasta 2 499 habitantes,De 35 a 39 años,72385,35580,36805,35342,21350,13992,37043,14230,22813
1279,Estados Unidos Mexicanos,Puebla,Hasta 2 499 habitantes,De 40 años y más,253547,126561,126986,97102,64433,32669,156445,62128,94317
1280,Estados Unidos Mexicanos,Puebla,De 2 500 a 4 999 habitantes,Total,297417,149080,148337,180842,99217,81625,116575,49863,66712
1281,Estados Unidos Mexicanos,Puebla,De 2 500 a 4 999 habitantes,De 6 a 9 años,48092,25423,22669,18181,9642,8539,29911,15781,14130
1282,Estados Unidos Mexicanos,Puebla,De 2 500 a 4 999 habitantes,De 10 a 14 años,50246,26182,24064,39612,20955,18657,10634,5227,5407
1283,Estados Unidos Mexicanos,Puebla,De 2 500 a 4 999 habitantes,De 15 a 19 años,36262,18367,17895,28162,14810,13352,8100,3557,4543
1284,Estados Unidos Mexicanos,Puebla,De 2 500 a 4 999 habitantes,De 20 a 24 años,27337,13137,14200,19938,10210,9728,7399,2927,4472
1285,Estados Unidos Mexicanos,Puebla,De 2 500 a 4 999 habitantes,De 25 a 29 años,23188,10996,12192,15491,8181,7310,7697,2815,4882
1286,Estados Unidos Mexicanos,Puebla,De 2 500 a 4 999 habitantes,De 30 a 34 años,19505,9452,10053,12463,6854,5609,7042,2598,4444
1287,Estados Unidos Mexicanos,Puebla,De 2 500 a 4 999 habitantes,De 35 a 39 años,20185,9789,10396,11908,6786,5122,8277,3003,5274
1288,Estados Unidos Mexicanos,Puebla,De 2 500 a 4 999 habitantes,De 40 años y más,72602,35734,36868,35087,21779,13308,37515,13955,23560
1289,Estados Unidos Mexicanos,Puebla,De 5 000 a 9 999 habitantes,Total,143545,70200,73345,93652,49253,44399,49893,20947,28946
1290,Estados Unidos Mexicanos,Puebla,De 5 000 a 9 999 habitantes,De 6 a 9 años,22919,11640,11279,9345,4702,4643,13574,6938,6636
1291,Estados Unidos Mexicanos,Puebla,De 5 000 a 9 999 habitantes,De 10 a 14 años,24061,12218,11843,19713,10141,9572,4348,2077,2271
1292,Estados Unidos Mexicanos,Puebla,De 5 000 a 9 999 habitantes,De 15 a 19 años,17722,8689,9033,14546,7338,7208,3176,1351,1825
1293,Estados Unidos Mexicanos,Puebla,De 5 000 a 9 999 habitantes,De 20 a 24 años,13627,6317,7310,10580,5198,5382,3047,1119,1928
1294,Estados Unidos Mexicanos,Puebla,De 5 000 a 9 999 habitantes,De 25 a 29 años,11269,5352,5917,8225,4256,3969,3044,1096,1948
1295,Estados Unidos Mexicanos,Puebla,De 5 000 a 9 999 habitantes,De 30 a 34 años,9374,4481,4893,6454,3430,3024,2920,1051,1869
1296,Estados Unidos Mexicanos,Puebla,De 5 000 a 9 999 habitantes,De 35 a 39 años,9838,4638,5200,6257,3360,2897,3581,1278,2303
1297,Estados Unidos Mexicanos,Puebla,De 5 000 a 9 999 habitantes,De 40 años y más,34735,16865,17870,18532,10828,7704,16203,6037,10166
1298,Estados Unidos Mexicanos,Puebla,De 10 000 a 19 999 habitantes,Total,46118,21992,24126,36450,18144,18306,9668,3848,5820
1299,Estados Unidos Mexicanos,Puebla,De 10 000 a 19 999 habitantes,De 6 a 9 años,6778,3423,3355,3785,1891,1894,2993,1532,1461
1300,Estados Unidos Mexicanos,Puebla,De 10 000 a 19 999 habitantes,De 10 a 14 años,7594,3809,3785,7003,3540,3463,591,269,322
1301,Estados Unidos Mexicanos,Puebla,De 10 000 a 19 999 habitantes,De 15 a 19 años,6192,2948,3244,5674,2746,2928,518,202,316
1302,Estados Unidos Mexicanos,Puebla,De 10 000 a 19 999 habitantes,De 20 a 24 años,4780,2169,2611,4225,1961,2264,555,208,347
1303,Estados Unidos Mexicanos,Puebla,De 10 000 a 19 999 habitantes,De 25 a 29 años,3998,1800,2198,3363,1600,1763,635,200,435
1304,Estados Unidos Mexicanos,Puebla,De 10 000 a 19 999 habitantes,De 30 a 34 años,3242,1492,1750,2677,1310,1367,565,182,383
1305,Estados Unidos Mexicanos,Puebla,De 10 000 a 19 999 habitantes,De 35 a 39 años,3261,1559,1702,2569,1320,1249,692,239,453
1306,Estados Unidos Mexicanos,Puebla,De 10 000 a 19 999 habitantes,De 40 años y más,10273,4792,5481,7154,3776,3378,3119,1016,2103
1307,Estados Unidos Mexicanos,Puebla,De 20 000 a 49 999 habitantes,Total,127705,60858,66847,99584,49860,49724,28121,10998,17123
1308,Estados Unidos Mexicanos,Puebla,De 20 000 a 49 999 habitantes,De 6 a 9 años,19365,9963,9402,10028,5132,4896,9337,4831,4506
1309,Estados Unidos Mexicanos,Puebla,De 20 000 a 49 999 habitantes,De 10 a 14 años,21459,10719,10740,19478,9785,9693,1981,934,1047
1310,Estados Unidos Mexicanos,Puebla,De 20 000 a 49 999 habitantes,De 15 a 19 años,16793,7988,8805,15417,7479,7938,1376,509,867
1311,Estados Unidos Mexicanos,Puebla,De 20 000 a 49 999 habitantes,De 20 a 24 años,12506,5651,6855,11145,5170,5975,1361,481,880
1312,Estados Unidos Mexicanos,Puebla,De 20 000 a 49 999 habitantes,De 25 a 29 años,9985,4554,5431,8528,4103,4425,1457,451,1006
1313,Estados Unidos Mexicanos,Puebla,De 20 000 a 49 999 habitantes,De 30 a 34 años,8462,3903,4559,7088,3473,3615,1374,430,944
1314,Estados Unidos Mexicanos,Puebla,De 20 000 a 49 999 habitantes,De 35 a 39 años,8774,4004,4770,6823,3457,3366,1951,547,1404
1315,Estados Unidos Mexicanos,Puebla,De 20 000 a 49 999 habitantes,De 40 años y más,30361,14076,16285,21077,11261,9816,9284,2815,6469
1316,Estados Unidos Mexicanos,Puebla,De 50 000 habitantes y más,Total,330625,155900,174725,278630,136484,142146,51995,19416,32579
1317,Estados Unidos Mexicanos,Puebla,De 50 000 habitantes y más,De 6 a 9 años,43751,22075,21676,23207,11610,11597,20544,10465,10079
1318,Estados Unidos Mexicanos,Puebla,De 50 000 habitantes y más,De 10 a 14 años,50280,24752,25528,47283,23514,23769,2997,1238,1759
1319,Estados Unidos Mexicanos,Puebla,De 50 000 habitantes y más,De 15 a 19 años,46218,21422,24796,43928,20657,23271,2290,765,1525
1320,Estados Unidos Mexicanos,Puebla,De 50 000 habitantes y más,De 20 a 24 años,38177,17600,20577,35869,16944,18925,2308,656,1652
1321,Estados Unidos Mexicanos,Puebla,De 50 000 habitantes y más,De 25 a 29 años,28665,13534,15131,26315,12859,13456,2350,675,1675
1322,Estados Unidos Mexicanos,Puebla,De 50 000 habitantes y más,De 30 a 34 años,22701,10740,11961,20407,10103,10304,2294,637,1657
1323,Estados Unidos Mexicanos,Puebla,De 50 000 habitantes y más,De 35 a 39 años,22181,10167,12014,19181,9370,9811,3000,797,2203
1324,Estados Unidos Mexicanos,Puebla,De 50 000 habitantes y más,De 40 años y más,78652,35610,43042,62440,31427,31013,16212,4183,12029
1325,Estados Unidos Mexicanos,Querétaro,Total,Total,378935,189338,189597,221003,119973,101030,157932,69365,88567
1326,Estados Unidos Mexicanos,Querétaro,Total,De 6 a 9 años,62463,31846,30617,24618,12432,12186,37845,19414,18431
1327,Estados Unidos Mexicanos,Querétaro,Total,De 10 a 14 años,65256,33493,31763,50198,26146,24052,15058,7347,7711
1328,Estados Unidos Mexicanos,Querétaro,Total,De 15 a 19 años,49689,24880,24809,37411,19332,18079,12278,5548,6730
1329,Estados Unidos Mexicanos,Querétaro,Total,De 20 a 24 años,37112,18037,19075,25707,13544,12163,11405,4493,6912
1330,Estados Unidos Mexicanos,Querétaro,Total,De 25 a 29 años,31092,15119,15973,19429,10671,8758,11663,4448,7215
1331,Estados Unidos Mexicanos,Querétaro,Total,De 30 a 34 años,23968,12072,11896,14307,8273,6034,9661,3799,5862
1332,Estados Unidos Mexicanos,Querétaro,Total,De 35 a 39 años,24144,11884,12260,12982,7641,5341,11162,4243,6919
1333,Estados Unidos Mexicanos,Querétaro,Total,De 40 años y más,85211,42007,43204,36351,21934,14417,48860,20073,28787
1334,Estados Unidos Mexicanos,Querétaro,Hasta 2 499 habitantes,Total,242073,123599,118474,115825,66473,49352,126248,57126,69122
1335,Estados Unidos Mexicanos,Querétaro,Hasta 2 499 habitantes,De 6 a 9 años,41389,21270,20119,13049,6621,6428,28340,14649,13691
1336,Estados Unidos Mexicanos,Querétaro,Hasta 2 499 habitantes,De 10 a 14 años,42802,22227,20575,29835,15765,14070,12967,6462,6505
1337,Estados Unidos Mexicanos,Querétaro,Hasta 2 499 habitantes,De 15 a 19 años,30952,16052,14900,20443,11081,9362,10509,4971,5538
1338,Estados Unidos Mexicanos,Querétaro,Hasta 2 499 habitantes,De 20 a 24 años,22192,11163,11029,12676,7269,5407,9516,3894,5622
1339,Estados Unidos Mexicanos,Querétaro,Hasta 2 499 habitantes,De 25 a 29 años,19293,9538,9755,9555,5662,3893,9738,3876,5862
1340,Estados Unidos Mexicanos,Querétaro,Hasta 2 499 habitantes,De 30 a 34 años,15020,7713,7307,7039,4432,2607,7981,3281,4700
1341,Estados Unidos Mexicanos,Querétaro,Hasta 2 499 habitantes,De 35 a 39 años,15373,7682,7691,6386,4100,2286,8987,3582,5405
1342,Estados Unidos Mexicanos,Querétaro,Hasta 2 499 habitantes,De 40 años y más,55052,27954,27098,16842,11543,5299,38210,16411,21799
1343,Estados Unidos Mexicanos,Querétaro,De 2 500 a 4 999 habitantes,Total,20303,9874,10429,14109,7287,6822,6194,2587,3607
1344,Estados Unidos Mexicanos,Querétaro,De 2 500 a 4 999 habitantes,De 6 a 9 años,3367,1673,1694,1725,856,869,1642,817,825
1345,Estados Unidos Mexicanos,Querétaro,De 2 500 a 4 999 habitantes,De 10 a 14 años,3476,1734,1742,3004,1529,1475,472,205,267
1346,Estados Unidos Mexicanos,Querétaro,De 2 500 a 4 999 habitantes,De 15 a 19 años,2694,1311,1383,2331,1160,1171,363,151,212
1347,Estados Unidos Mexicanos,Querétaro,De 2 500 a 4 999 habitantes,De 20 a 24 años,1930,919,1011,1554,773,781,376,146,230
1348,Estados Unidos Mexicanos,Querétaro,De 2 500 a 4 999 habitantes,De 25 a 29 años,1535,718,817,1179,592,587,356,126,230
1349,Estados Unidos Mexicanos,Querétaro,De 2 500 a 4 999 habitantes,De 30 a 34 años,1237,590,647,882,474,408,355,116,239
1350,Estados Unidos Mexicanos,Querétaro,De 2 500 a 4 999 habitantes,De 35 a 39 años,1278,620,658,829,451,378,449,169,280
1351,Estados Unidos Mexicanos,Querétaro,De 2 500 a 4 999 habitantes,De 40 años y más,4786,2309,2477,2605,1452,1153,2181,857,1324
1352,Estados Unidos Mexicanos,Querétaro,De 5 000 a 9 999 habitantes,Total,14603,7528,7075,10032,5631,4401,4571,1897,2674
1353,Estados Unidos Mexicanos,Querétaro,De 5 000 a 9 999 habitantes,De 6 a 9 años,2413,1281,1132,1186,644,542,1227,637,590
1354,Estados Unidos Mexicanos,Querétaro,De 5 000 a 9 999 habitantes,De 10 a 14 años,2501,1366,1135,2144,1191,953,357,175,182
1355,Estados Unidos Mexicanos,Querétaro,De 5 000 a 9 999 habitantes,De 15 a 19 años,1934,1014,920,1661,909,752,273,105,168
1356,Estados Unidos Mexicanos,Querétaro,De 5 000 a 9 999 habitantes,De 20 a 24 años,1530,772,758,1243,667,576,287,105,182
1357,Estados Unidos Mexicanos,Querétaro,De 5 000 a 9 999 habitantes,De 25 a 29 años,1173,593,580,882,508,374,291,85,206
1358,Estados Unidos Mexicanos,Querétaro,De 5 000 a 9 999 habitantes,De 30 a 34 años,882,422,460,619,343,276,263,79,184
1359,Estados Unidos Mexicanos,Querétaro,De 5 000 a 9 999 habitantes,De 35 a 39 años,932,449,483,594,340,254,338,109,229
1360,Estados Unidos Mexicanos,Querétaro,De 5 000 a 9 999 habitantes,De 40 años y más,3238,1631,1607,1703,1029,674,1535,602,933
1361,Estados Unidos Mexicanos,Querétaro,De 10 000 a 19 999 habitantes,Total,12208,5755,6453,9648,4860,4788,2560,895,1665
1362,Estados Unidos Mexicanos,Querétaro,De 10 000 a 19 999 habitantes,De 6 a 9 años,1887,946,941,1210,615,595,677,331,346
1363,Estados Unidos Mexicanos,Querétaro,De 10 000 a 19 999 habitantes,De 10 a 14 años,2032,996,1036,1902,940,962,130,56,74
1364,Estados Unidos Mexicanos,Querétaro,De 10 000 a 19 999 habitantes,De 15 a 19 años,1604,722,882,1445,679,766,159,43,116
1365,Estados Unidos Mexicanos,Querétaro,De 10 000 a 19 999 habitantes,De 20 a 24 años,1316,542,774,1131,486,645,185,56,129
1366,Estados Unidos Mexicanos,Querétaro,De 10 000 a 19 999 habitantes,De 25 a 29 años,1087,494,593,921,457,464,166,37,129
1367,Estados Unidos Mexicanos,Querétaro,De 10 000 a 19 999 habitantes,De 30 a 34 años,853,414,439,716,378,338,137,36,101
1368,Estados Unidos Mexicanos,Querétaro,De 10 000 a 19 999 habitantes,De 35 a 39 años,777,401,376,601,348,253,176,53,123
1369,Estados Unidos Mexicanos,Querétaro,De 10 000 a 19 999 habitantes,De 40 años y más,2652,1240,1412,1722,957,765,930,283,647
1370,Estados Unidos Mexicanos,Querétaro,De 50 000 habitantes y más,Total,89748,42582,47166,71389,35722,35667,18359,6860,11499
1371,Estados Unidos Mexicanos,Querétaro,De 50 000 habitantes y más,De 6 a 9 años,13407,6676,6731,7448,3696,3752,5959,2980,2979
