,Estados Unidos Mexicanos,Entidad federativa,Tamaño de la localidad,Grupos de edad,Saben leer y escribir :Hombres y mujeres,Saben leer y escribir :Hombres,No saben leer y escribir :Mujeres,No saben leer y escribir :Hombres y mujeres,No saben leer y escribir :Hombres,No saben leer y escribir :Mujeres,No saben leer y escribir :Hombres y mujeres,No saben leer y escribir :Hombres,No saben leer y escribir :Mujeres
1016,Estados Unidos Mexicanos,Michoacán,De 50 000 habitantes y más,De 30 a 34 años,15073,7057,8016,12295,5968,6327,2778,1089,1689
1017,Estados Unidos Mexicanos,Michoacán,De 50 000 habitantes y más,De 35 a 39 años,15591,7245,8346,12129,5941,6188,3462,1304,2158
1018,Estados Unidos Mexicanos,Michoacán,De 50 000 habitantes y más,De 40 años y más,54069,25375,28694,37495,18783,18712,16574,6592,9982
1019,Estados Unidos Mexicanos,Morelos,Total,Total,493248,244979,248269,347623,179574,168049,145625,65405,80220
1020,Estados Unidos Mexicanos,Morelos,Total,De 6 a 9 años,79199,39989,39210,38658,19228,19430,40541,20761,19780
1021,Estados Unidos Mexicanos,Morelos,Total,De 10 a 14 años,82570,42036,40534,72007,36502,35505,10563,5534,5029
1022,Estados Unidos Mexicanos,Morelos,Total,De 15 a 19 años,63134,31493,31641,54348,27378,26970,8786,4115,4671
1023,Estados Unidos Mexicanos,Morelos,Total,De 20 a 24 años,48816,23491,25325,39425,19410,20015,9391,4081,5310
1024,Estados Unidos Mexicanos,Morelos,Total,De 25 a 29 años,40313,19438,20875,30475,15390,15085,9838,4048,5790
1025,Estados Unidos Mexicanos,Morelos,Total,De 30 a 34 años,33755,16512,17243,24578,12750,11828,9177,3762,5415
1026,Estados Unidos Mexicanos,Morelos,Total,De 35 a 39 años,35267,17353,17914,23791,12794,10997,11476,4559,6917
1027,Estados Unidos Mexicanos,Morelos,Total,De 40 años y más,110194,54667,55527,64341,36122,28219,45853,18545,27308
1028,Estados Unidos Mexicanos,Morelos,Hasta 2 499 habitantes,Total,146045,74768,71277,93850,50333,43517,52195,24435,27760
1029,Estados Unidos Mexicanos,Morelos,Hasta 2 499 habitantes,De 6 a 9 años,25159,12727,12432,10473,5194,5279,14686,7533,7153
1030,Estados Unidos Mexicanos,Morelos,Hasta 2 499 habitantes,De 10 a 14 años,25667,13304,12363,21322,10910,10412,4345,2394,1951
1031,Estados Unidos Mexicanos,Morelos,Hasta 2 499 habitantes,De 15 a 19 años,18022,9437,8585,14810,7829,6981,3212,1608,1604
1032,Estados Unidos Mexicanos,Morelos,Hasta 2 499 habitantes,De 20 a 24 años,13642,6941,6701,10377,5424,4953,3265,1517,1748
1033,Estados Unidos Mexicanos,Morelos,Hasta 2 499 habitantes,De 25 a 29 años,11524,5679,5845,8020,4197,3823,3504,1482,2022
1034,Estados Unidos Mexicanos,Morelos,Hasta 2 499 habitantes,De 30 a 34 años,9523,4778,4745,6327,3392,2935,3196,1386,1810
1035,Estados Unidos Mexicanos,Morelos,Hasta 2 499 habitantes,De 35 a 39 años,10218,5250,4968,6275,3590,2685,3943,1660,2283
1036,Estados Unidos Mexicanos,Morelos,Hasta 2 499 habitantes,De 40 años y más,32290,16652,15638,16246,9797,6449,16044,6855,9189
1037,Estados Unidos Mexicanos,Morelos,De 2 500 a 4 999 habitantes,Total,93404,46983,46421,64534,33992,30542,28870,12991,15879
1038,Estados Unidos Mexicanos,Morelos,De 2 500 a 4 999 habitantes,De 6 a 9 años,15234,7660,7574,7439,3690,3749,7795,3970,3825
1039,Estados Unidos Mexicanos,Morelos,De 2 500 a 4 999 habitantes,De 10 a 14 años,15933,8219,7714,13900,7150,6750,2033,1069,964
1040,Estados Unidos Mexicanos,Morelos,De 2 500 a 4 999 habitantes,De 15 a 19 años,11842,6117,5725,10097,5288,4809,1745,829,916
1041,Estados Unidos Mexicanos,Morelos,De 2 500 a 4 999 habitantes,De 20 a 24 años,8955,4397,4558,7106,3582,3524,1849,815,1034
1042,Estados Unidos Mexicanos,Morelos,De 2 500 a 4 999 habitantes,De 25 a 29 años,7206,3523,3683,5426,2797,2629,1780,726,1054
1043,Estados Unidos Mexicanos,Morelos,De 2 500 a 4 999 habitantes,De 30 a 34 años,6221,3054,3167,4376,2295,2081,1845,759,1086
1044,Estados Unidos Mexicanos,Morelos,De 2 500 a 4 999 habitantes,De 35 a 39 años,6637,3278,3359,4298,2345,1953,2339,933,1406
1045,Estados Unidos Mexicanos,Morelos,De 2 500 a 4 999 habitantes,De 40 años y más,21376,10735,10641,11892,6845,5047,9484,3890,5594
1046,Estados Unidos Mexicanos,Morelos,De 5 000 a 9 999 habitantes,Total,87810,44021,43789,57652,30174,27478,30158,13847,16311
1047,Estados Unidos Mexicanos,Morelos,De 5 000 a 9 999 habitantes,De 6 a 9 años,14332,7214,7118,6471,3211,3260,7861,4003,3858
1048,Estados Unidos Mexicanos,Morelos,De 5 000 a 9 999 habitantes,De 10 a 14 años,14786,7595,7191,12387,6364,6023,2399,1231,1168
1049,Estados Unidos Mexicanos,Morelos,De 5 000 a 9 999 habitantes,De 15 a 19 años,11158,5538,5620,9131,4580,4551,2027,958,1069
1050,Estados Unidos Mexicanos,Morelos,De 5 000 a 9 999 habitantes,De 20 a 24 años,8738,4229,4509,6471,3189,3282,2267,1040,1227
1051,Estados Unidos Mexicanos,Morelos,De 5 000 a 9 999 habitantes,De 25 a 29 años,7285,3600,3685,4961,2606,2355,2324,994,1330
1052,Estados Unidos Mexicanos,Morelos,De 5 000 a 9 999 habitantes,De 30 a 34 años,6073,2983,3090,4059,2154,1905,2014,829,1185
1053,Estados Unidos Mexicanos,Morelos,De 5 000 a 9 999 habitantes,De 35 a 39 años,6393,3159,3234,3961,2144,1817,2432,1015,1417
1054,Estados Unidos Mexicanos,Morelos,De 5 000 a 9 999 habitantes,De 40 años y más,19045,9703,9342,10211,5926,4285,8834,3777,5057
1055,Estados Unidos Mexicanos,Morelos,De 10 000 a 19 999 habitantes,Total,56612,27335,29277,43742,21953,21789,12870,5382,7488
1056,Estados Unidos Mexicanos,Morelos,De 10 000 a 19 999 habitantes,De 6 a 9 años,8634,4374,4260,5094,2541,2553,3540,1833,1707
1057,Estados Unidos Mexicanos,Morelos,De 10 000 a 19 999 habitantes,De 10 a 14 años,9481,4717,4764,8798,4397,4401,683,320,363
1058,Estados Unidos Mexicanos,Morelos,De 10 000 a 19 999 habitantes,De 15 a 19 años,7386,3608,3778,6728,3330,3398,658,278,380
1059,Estados Unidos Mexicanos,Morelos,De 10 000 a 19 999 habitantes,De 20 a 24 años,5475,2434,3041,4769,2187,2582,706,247,459
1060,Estados Unidos Mexicanos,Morelos,De 10 000 a 19 999 habitantes,De 25 a 29 años,4394,2005,2389,3590,1685,1905,804,320,484
1061,Estados Unidos Mexicanos,Morelos,De 10 000 a 19 999 habitantes,De 30 a 34 años,3932,1837,2095,3115,1534,1581,817,303,514
1062,Estados Unidos Mexicanos,Morelos,De 10 000 a 19 999 habitantes,De 35 a 39 años,4173,1980,2193,3062,1592,1470,1111,388,723
1063,Estados Unidos Mexicanos,Morelos,De 10 000 a 19 999 habitantes,De 40 años y más,13137,6380,6757,8586,4687,3899,4551,1693,2858
1064,Estados Unidos Mexicanos,Morelos,De 50 000 habitantes y más,Total,109377,51872,57505,87845,43122,44723,21532,8750,12782
1065,Estados Unidos Mexicanos,Morelos,De 50 000 habitantes y más,De 6 a 9 años,15840,8014,7826,9181,4592,4589,6659,3422,3237
1066,Estados Unidos Mexicanos,Morelos,De 50 000 habitantes y más,De 10 a 14 años,16703,8201,8502,15600,7681,7919,1103,520,583
1067,Estados Unidos Mexicanos,Morelos,De 50 000 habitantes y más,De 15 a 19 años,14726,6793,7933,13582,6351,7231,1144,442,702
1068,Estados Unidos Mexicanos,Morelos,De 50 000 habitantes y más,De 20 a 24 años,12006,5490,6516,10702,5028,5674,1304,462,842
1069,Estados Unidos Mexicanos,Morelos,De 50 000 habitantes y más,De 25 a 29 años,9904,4631,5273,8478,4105,4373,1426,526,900
1070,Estados Unidos Mexicanos,Morelos,De 50 000 habitantes y más,De 30 a 34 años,8006,3860,4146,6701,3375,3326,1305,485,820
1071,Estados Unidos Mexicanos,Morelos,De 50 000 habitantes y más,De 35 a 39 años,7846,3686,4160,6195,3123,3072,1651,563,1088
1072,Estados Unidos Mexicanos,Morelos,De 50 000 habitantes y más,De 40 años y más,24346,11197,13149,17406,8867,8539,6940,2330,4610
1073,Estados Unidos Mexicanos,Nayarit,Total,Total,430452,218461,211991,319183,162273,156910,111269,56188,55081
1074,Estados Unidos Mexicanos,Nayarit,Total,De 6 a 9 años,71055,35844,35211,36919,18058,18861,34136,17786,16350
1075,Estados Unidos Mexicanos,Nayarit,Total,De 10 a 14 años,74948,38362,36586,67160,34047,33113,7788,4315,3473
1076,Estados Unidos Mexicanos,Nayarit,Total,De 15 a 19 años,57647,29747,27900,50987,26174,24813,6660,3573,3087
1077,Estados Unidos Mexicanos,Nayarit,Total,De 20 a 24 años,41807,20603,21204,35612,17582,18030,6195,3021,3174
1078,Estados Unidos Mexicanos,Nayarit,Total,De 25 a 29 años,33652,16815,16837,27337,13733,13604,6315,3082,3233
1079,Estados Unidos Mexicanos,Nayarit,Total,De 30 a 34 años,26659,13406,13253,20894,10604,10290,5765,2802,2963
1080,Estados Unidos Mexicanos,Nayarit,Total,De 35 a 39 años,26623,13530,13093,19462,10092,9370,7161,3438,3723
1081,Estados Unidos Mexicanos,Nayarit,Total,De 40 años y más,98061,50154,47907,60812,31983,28829,37249,18171,19078
1082,Estados Unidos Mexicanos,Nayarit,Hasta 2 499 habitantes,Total,212364,111179,101185,144489,75933,68556,67875,35246,32629
1083,Estados Unidos Mexicanos,Nayarit,Hasta 2 499 habitantes,De 6 a 9 años,37002,18733,18269,16146,7891,8255,20856,10842,10014
1084,Estados Unidos Mexicanos,Nayarit,Hasta 2 499 habitantes,De 10 a 14 años,37347,19258,18089,32226,16429,15797,5121,2829,2292
1085,Estados Unidos Mexicanos,Nayarit,Hasta 2 499 habitantes,De 15 a 19 años,27695,14803,12892,23397,12404,10993,4298,2399,1899
1086,Estados Unidos Mexicanos,Nayarit,Hasta 2 499 habitantes,De 20 a 24 años,20600,10715,9885,16674,8751,7923,3926,1964,1962
1087,Estados Unidos Mexicanos,Nayarit,Hasta 2 499 habitantes,De 25 a 29 años,16819,8788,8031,12694,6733,5961,4125,2055,2070
1088,Estados Unidos Mexicanos,Nayarit,Hasta 2 499 habitantes,De 30 a 34 años,13165,6927,6238,9513,5092,4421,3652,1835,1817
1089,Estados Unidos Mexicanos,Nayarit,Hasta 2 499 habitantes,De 35 a 39 años,13268,7006,6262,8829,4755,4074,4439,2251,2188
1090,Estados Unidos Mexicanos,Nayarit,Hasta 2 499 habitantes,De 40 años y más,46468,24949,21519,25010,13878,11132,21458,11071,10387
1091,Estados Unidos Mexicanos,Nayarit,De 2 500 a 4 999 habitantes,Total,51105,26164,24941,37904,19397,18507,13201,6767,6434
1092,Estados Unidos Mexicanos,Nayarit,De 2 500 a 4 999 habitantes,De 6 a 9 años,8395,4296,4099,4622,2326,2296,3773,1970,1803
1093,Estados Unidos Mexicanos,Nayarit,De 2 500 a 4 999 habitantes,De 10 a 14 años,9079,4647,4432,8154,4129,4025,925,518,407
1094,Estados Unidos Mexicanos,Nayarit,De 2 500 a 4 999 habitantes,De 15 a 19 años,6811,3536,3275,5924,3056,2868,887,480,407
1095,Estados Unidos Mexicanos,Nayarit,De 2 500 a 4 999 habitantes,De 20 a 24 años,4886,2485,2401,4115,2066,2049,771,419,352
1096,Estados Unidos Mexicanos,Nayarit,De 2 500 a 4 999 habitantes,De 25 a 29 años,3820,1932,1888,3151,1575,1576,669,357,312
1097,Estados Unidos Mexicanos,Nayarit,De 2 500 a 4 999 habitantes,De 30 a 34 años,3059,1551,1508,2381,1200,1181,678,351,327
1098,Estados Unidos Mexicanos,Nayarit,De 2 500 a 4 999 habitantes,De 35 a 39 años,3093,1564,1529,2227,1173,1054,866,391,475
1099,Estados Unidos Mexicanos,Nayarit,De 2 500 a 4 999 habitantes,De 40 años y más,11962,6153,5809,7330,3872,3458,4632,2281,2351
1100,Estados Unidos Mexicanos,Nayarit,De 5 000 a 9 999 habitantes,Total,29400,14895,14505,23260,11846,11414,6140,3049,3091
1101,Estados Unidos Mexicanos,Nayarit,De 5 000 a 9 999 habitantes,De 6 a 9 años,4568,2361,2207,2581,1291,1290,1987,1070,917
1102,Estados Unidos Mexicanos,Nayarit,De 5 000 a 9 999 habitantes,De 10 a 14 años,5083,2670,2413,4692,2463,2229,391,207,184
1103,Estados Unidos Mexicanos,Nayarit,De 5 000 a 9 999 habitantes,De 15 a 19 años,4211,2204,2007,3870,2043,1827,341,161,180
1104,Estados Unidos Mexicanos,Nayarit,De 5 000 a 9 999 habitantes,De 20 a 24 años,2844,1373,1471,2548,1232,1316,296,141,155
1105,Estados Unidos Mexicanos,Nayarit,De 5 000 a 9 999 habitantes,De 25 a 29 años,2202,1056,1146,1899,909,990,303,147,156
1106,Estados Unidos Mexicanos,Nayarit,De 5 000 a 9 999 habitantes,De 30 a 34 años,1762,867,895,1475,736,739,287,131,156
1107,Estados Unidos Mexicanos,Nayarit,De 5 000 a 9 999 habitantes,De 35 a 39 años,1820,900,920,1409,709,700,411,191,220
1108,Estados Unidos Mexicanos,Nayarit,De 5 000 a 9 999 habitantes,De 40 años y más,6910,3464,3446,4786,2463,2323,2124,1001,1123
1109,Estados Unidos Mexicanos,Nayarit,De 10 000 a 19 999 habitantes,Total,50937,24687,26250,40483,19758,20725,10454,4929,5525
1110,Estados Unidos Mexicanos,Nayarit,De 10 000 a 19 999 habitantes,De 6 a 9 años,8000,3879,4121,4864,2234,2630,3136,1645,1491
1111,Estados Unidos Mexicanos,Nayarit,De 10 000 a 19 999 habitantes,De 10 a 14 años,8941,4551,4390,8326,4206,4120,615,345,270
1112,Estados Unidos Mexicanos,Nayarit,De 10 000 a 19 999 habitantes,De 15 a 19 años,6889,3346,3543,6370,3096,3274,519,250,269
1113,Estados Unidos Mexicanos,Nayarit,De 10 000 a 19 999 habitantes,De 20 a 24 años,4702,2129,2573,4183,1917,2266,519,212,307
1114,Estados Unidos Mexicanos,Nayarit,De 10 000 a 19 999 habitantes,De 25 a 29 años,3760,1789,1971,3244,1559,1685,516,230,286
1115,Estados Unidos Mexicanos,Nayarit,De 10 000 a 19 999 habitantes,De 30 a 34 años,3156,1471,1685,2677,1269,1408,479,202,277
1116,Estados Unidos Mexicanos,Nayarit,De 10 000 a 19 999 habitantes,De 35 a 39 años,3143,1534,1609,2510,1263,1247,633,271,362
1117,Estados Unidos Mexicanos,Nayarit,De 10 000 a 19 999 habitantes,De 40 años y más,12346,5988,6358,8309,4214,4095,4037,1774,2263
1118,Estados Unidos Mexicanos,Nayarit,De 20 000 a 49 999 habitantes,Total,16357,7992,8365,12674,6230,6444,3683,1762,1921
1119,Estados Unidos Mexicanos,Nayarit,De 20 000 a 49 999 habitantes,De 6 a 9 años,2476,1249,1227,1425,717,708,1051,532,519
1120,Estados Unidos Mexicanos,Nayarit,De 20 000 a 49 999 habitantes,De 10 a 14 años,2735,1407,1328,2493,1260,1233,242,147,95
1121,Estados Unidos Mexicanos,Nayarit,De 20 000 a 49 999 habitantes,De 15 a 19 años,2115,1052,1063,1918,948,970,197,104,93
1122,Estados Unidos Mexicanos,Nayarit,De 20 000 a 49 999 habitantes,De 20 a 24 años,1503,676,827,1318,592,726,185,84,101
1123,Estados Unidos Mexicanos,Nayarit,De 20 000 a 49 999 habitantes,De 25 a 29 años,1275,587,688,1108,509,599,167,78,89
1124,Estados Unidos Mexicanos,Nayarit,De 20 000 a 49 999 habitantes,De 30 a 34 años,1009,481,528,831,409,422,178,72,106
1125,Estados Unidos Mexicanos,Nayarit,De 20 000 a 49 999 habitantes,De 35 a 39 años,1068,511,557,851,406,445,217,105,112
1126,Estados Unidos Mexicanos,Nayarit,De 20 000 a 49 999 habitantes,De 40 años y más,4176,2029,2147,2730,1389,1341,1446,640,806
1127,Estados Unidos Mexicanos,Nayarit,De 50 000 habitantes y más,Total,70289,33544,36745,60373,29109,31264,9916,4435,5481
1128,Estados Unidos Mexicanos,Nayarit,De 50 000 habitantes y más,De 6 a 9 años,10614,5326,5288,7281,3599,3682,3333,1727,1606
1129,Estados Unidos Mexicanos,Nayarit,De 50 000 habitantes y más,De 10 a 14 años,11763,5829,5934,11269,5560,5709,494,269,225
1130,Estados Unidos Mexicanos,Nayarit,De 50 000 habitantes y más,De 15 a 19 años,9926,4806,5120,9508,4627,4881,418,179,239
1131,Estados Unidos Mexicanos,Nayarit,De 50 000 habitantes y más,De 20 a 24 años,7272,3225,4047,6774,3024,3750,498,201,297
1132,Estados Unidos Mexicanos,Nayarit,De 50 000 habitantes y más,De 25 a 29 años,5776,2663,3113,5241,2448,2793,535,215,320
1133,Estados Unidos Mexicanos,Nayarit,De 50 000 habitantes y más,De 30 a 34 años,4508,2109,2399,4017,1898,2119,491,211,280
1134,Estados Unidos Mexicanos,Nayarit,De 50 000 habitantes y más,De 35 a 39 años,4231,2015,2216,3636,1786,1850,595,229,366
1135,Estados Unidos Mexicanos,Nayarit,De 50 000 habitantes y más,De 40 años y más,16199,7571,8628,12647,6167,6480,3552,1404,2148
1136,Estados Unidos Mexicanos,Nuevo León,Total,Total,1350809,675237,675572,1169851,591055,578796,180958,84182,96776
1137,Estados Unidos Mexicanos,Nuevo León,Total,De 6 a 9 años,200166,102888,97278,141820,71511,70309,58346,31377,26969
1138,Estados Unidos Mexicanos,Nuevo León,Total,De 10 a 14 años,216457,110548,105909,207294,105708,101586,9163,4840,4323
1139,Estados Unidos Mexicanos,Nuevo León,Total,De 15 a 19 años,175192,86636,88556,167054,82719,84335,8138,3917,4221
1140,Estados Unidos Mexicanos,Nuevo León,Total,De 20 a 24 años,151329,74115,77214,141924,70105,71819,9405,4010,5395
1141,Estados Unidos Mexicanos,Nuevo León,Total,De 25 a 29 años,122846,60781,62065,112777,56586,56191,10069,4195,5874
1142,Estados Unidos Mexicanos,Nuevo León,Total,De 30 a 34 años,99575,50126,49449,89881,45981,43900,9694,4145,5549
1143,Estados Unidos Mexicanos,Nuevo León,Total,De 35 a 39 años,85865,43062,42803,75026,38619,36407,10839,4443,6396
1144,Estados Unidos Mexicanos,Nuevo León,Total,De 40 años y más,299379,147081,152298,234075,119826,114249,65304,27255,38049
1145,Estados Unidos Mexicanos,Nuevo León,Hasta 2 499 habitantes,Total,311477,162341,149136,247255,129938,117317,64222,32403,31819
1146,Estados Unidos Mexicanos,Nuevo León,Hasta 2 499 habitantes,De 6 a 9 años,51065,26353,24712,32729,16487,16242,18336,9866,8470
1147,Estados Unidos Mexicanos,Nuevo León,Hasta 2 499 habitantes,De 10 a 14 años,52078,27007,25071,48433,25030,23403,3645,1977,1668
1148,Estados Unidos Mexicanos,Nuevo León,Hasta 2 499 habitantes,De 15 a 19 años,36846,19330,17516,33860,17730,16130,2986,1600,1386
1149,Estados Unidos Mexicanos,Nuevo León,Hasta 2 499 habitantes,De 20 a 24 años,30854,15575,15279,27486,14014,13472,3368,1561,1807
1150,Estados Unidos Mexicanos,Nuevo León,Hasta 2 499 habitantes,De 25 a 29 años,26730,13399,13331,22933,11689,11244,3797,1710,2087
1151,Estados Unidos Mexicanos,Nuevo León,Hasta 2 499 habitantes,De 30 a 34 años,22708,11818,10890,19061,10075,8986,3647,1743,1904
1152,Estados Unidos Mexicanos,Nuevo León,Hasta 2 499 habitantes,De 35 a 39 años,19861,10419,9442,15805,8471,7334,4056,1948,2108
1153,Estados Unidos Mexicanos,Nuevo León,Hasta 2 499 habitantes,De 40 años y más,71335,38440,32895,46948,26442,20506,24387,11998,12389
1154,Estados Unidos Mexicanos,Nuevo León,De 2 500 a 4 999 habitantes,Total,91099,45599,45500,78833,39741,39092,12266,5858,6408
1155,Estados Unidos Mexicanos,Nuevo León,De 2 500 a 4 999 habitantes,De 6 a 9 años,15312,7932,7380,11262,5676,5586,4050,2256,1794
1156,Estados Unidos Mexicanos,Nuevo León,De 2 500 a 4 999 habitantes,De 10 a 14 años,15537,8064,7473,14834,7623,7211,703,441,262
1157,Estados Unidos Mexicanos,Nuevo León,De 2 500 a 4 999 habitantes,De 15 a 19 años,11151,5441,5710,10565,5127,5438,586,314,272
1158,Estados Unidos Mexicanos,Nuevo León,De 2 500 a 4 999 habitantes,De 20 a 24 años,9064,4242,4822,8447,3966,4481,617,276,341
1159,Estados Unidos Mexicanos,Nuevo León,De 2 500 a 4 999 habitantes,De 25 a 29 años,8230,3914,4316,7562,3646,3916,668,268,400
1160,Estados Unidos Mexicanos,Nuevo León,De 2 500 a 4 999 habitantes,De 30 a 34 años,7261,3625,3636,6584,3348,3236,677,277,400
1161,Estados Unidos Mexicanos,Nuevo León,De 2 500 a 4 999 habitantes,De 35 a 39 años,5981,3099,2882,5302,2816,2486,679,283,396
1162,Estados Unidos Mexicanos,Nuevo León,De 2 500 a 4 999 habitantes,De 40 años y más,18563,9282,9281,14277,7539,6738,4286,1743,2543
1163,Estados Unidos Mexicanos,Nuevo León,De 5 000 a 9 999 habitantes,Total,96964,47294,49670,87767,43121,44646,9197,4173,5024
1164,Estados Unidos Mexicanos,Nuevo León,De 5 000 a 9 999 habitantes,De 6 a 9 años,14162,7192,6970,11022,5541,5481,3140,1651,1489
1165,Estados Unidos Mexicanos,Nuevo León,De 5 000 a 9 999 habitantes,De 10 a 14 años,15876,8076,7800,15472,7881,7591,404,195,209
1166,Estados Unidos Mexicanos,Nuevo León,De 5 000 a 9 999 habitantes,De 15 a 19 años,13256,6247,7009,12820,6062,6758,436,185,251
1167,Estados Unidos Mexicanos,Nuevo León,De 5 000 a 9 999 habitantes,De 20 a 24 años,10280,4752,5528,9841,4595,5246,439,157,282
1168,Estados Unidos Mexicanos,Nuevo León,De 5 000 a 9 999 habitantes,De 25 a 29 años,8161,3765,4396,7750,3588,4162,411,177,234
1169,Estados Unidos Mexicanos,Nuevo León,De 5 000 a 9 999 habitantes,De 30 a 34 años,7118,3465,3653,6685,3300,3385,433,165,268
1170,Estados Unidos Mexicanos,Nuevo León,De 5 000 a 9 999 habitantes,De 35 a 39 años,6413,3124,3289,5901,2934,2967,512,190,322
1171,Estados Unidos Mexicanos,Nuevo León,De 5 000 a 9 999 habitantes,De 40 años y más,21698,10673,11025,18276,9220,9056,3422,1453,1969
1172,Estados Unidos Mexicanos,Nuevo León,De 10 000 a 19 999 habitantes,Total,60685,30377,30308,53226,26829,26397,7459,3548,3911
1173,Estados Unidos Mexicanos,Nuevo León,De 10 000 a 19 999 habitantes,De 6 a 9 años,9288,4791,4497,6768,3419,3349,2520,1372,1148
1174,Estados Unidos Mexicanos,Nuevo León,De 10 000 a 19 999 habitantes,De 10 a 14 años,10061,5229,4832,9752,5055,4697,309,174,135
1175,Estados Unidos Mexicanos,Nuevo León,De 10 000 a 19 999 habitantes,De 15 a 19 años,7819,3869,3950,7557,3734,3823,262,135,127
1176,Estados Unidos Mexicanos,Nuevo León,De 10 000 a 19 999 habitantes,De 20 a 24 años,6330,3002,3328,6012,2886,3126,318,116,202
1177,Estados Unidos Mexicanos,Nuevo León,De 10 000 a 19 999 habitantes,De 25 a 29 años,5335,2602,2733,4956,2443,2513,379,159,220
1178,Estados Unidos Mexicanos,Nuevo León,De 10 000 a 19 999 habitantes,De 30 a 34 años,4492,2212,2280,4121,2056,2065,371,156,215
1179,Estados Unidos Mexicanos,Nuevo León,De 10 000 a 19 999 habitantes,De 35 a 39 años,3778,1890,1888,3402,1754,1648,376,136,240
1180,Estados Unidos Mexicanos,Nuevo León,De 10 000 a 19 999 habitantes,De 40 años y más,13582,6782,6800,10658,5482,5176,2924,1300,1624
1181,Estados Unidos Mexicanos,Nuevo León,De 20 000 a 49 999 habitantes,Total,58455,28956,29499,51189,25702,25487,7266,3254,4012
1182,Estados Unidos Mexicanos,Nuevo León,De 20 000 a 49 999 habitantes,De 6 a 9 años,9128,4630,4498,6722,3369,3353,2406,1261,1145
1183,Estados Unidos Mexicanos,Nuevo León,De 20 000 a 49 999 habitantes,De 10 a 14 años,9710,5020,4690,9446,4882,4564,264,138,126
1184,Estados Unidos Mexicanos,Nuevo León,De 20 000 a 49 999 habitantes,De 15 a 19 años,7606,3763,3843,7337,3635,3702,269,128,141
1185,Estados Unidos Mexicanos,Nuevo León,De 20 000 a 49 999 habitantes,De 20 a 24 años,6594,3064,3530,6236,2924,3312,358,140,218
1186,Estados Unidos Mexicanos,Nuevo León,De 20 000 a 49 999 habitantes,De 25 a 29 años,5309,2634,2675,4931,2468,2463,378,166,212
1187,Estados Unidos Mexicanos,Nuevo León,De 20 000 a 49 999 habitantes,De 30 a 34 años,4250,2085,2165,3884,1937,1947,366,148,218
1188,Estados Unidos Mexicanos,Nuevo León,De 20 000 a 49 999 habitantes,De 35 a 39 años,3788,1899,1889,3348,1728,1620,440,171,269
1189,Estados Unidos Mexicanos,Nuevo León,De 20 000 a 49 999 habitantes,De 40 años y más,12070,5861,6209,9285,4759,4526,2785,1102,1683
1190,Estados Unidos Mexicanos,Nuevo León,De 50 000 habitantes y más,Total,732129,360670,371459,651581,325724,325857,80548,34946,45602
1191,Estados Unidos Mexicanos,Nuevo León,De 50 000 habitantes y más,De 6 a 9 años,101211,51990,49221,73317,37019,36298,27894,14971,12923
1192,Estados Unidos Mexicanos,Nuevo León,De 50 000 habitantes y más,De 10 a 14 años,113195,57152,56043,109357,55237,54120,3838,1915,1923
1193,Estados Unidos Mexicanos,Nuevo León,De 50 000 habitantes y más,De 15 a 19 años,98514,47986,50528,94915,46431,48484,3599,1555,2044
1194,Estados Unidos Mexicanos,Nuevo León,De 50 000 habitantes y más,De 20 a 24 años,88207,43480,44727,83902,41720,42182,4305,1760,2545
1195,Estados Unidos Mexicanos,Nuevo León,De 50 000 habitantes y más,De 25 a 29 años,69081,34467,34614,64645,32752,31893,4436,1715,2721
1196,Estados Unidos Mexicanos,Nuevo León,De 50 000 habitantes y más,De 30 a 34 años,53746,26921,26825,49546,25265,24281,4200,1656,2544
1197,Estados Unidos Mexicanos,Nuevo León,De 50 000 habitantes y más,De 35 a 39 años,46044,22631,23413,41268,20916,20352,4776,1715,3061
1198,Estados Unidos Mexicanos,Nuevo León,De 50 000 habitantes y más,De 40 años y más,162131,76043,86088,134631,66384,68247,27500,9659,17841
1199,Estados Unidos Mexicanos,Oaxaca,Total,Total,1615160,797959,817201,886224,487714,398510,728936,310245,418691
1200,Estados Unidos Mexicanos,Oaxaca,Total,De 6 a 9 años,251747,125643,126104,95125,48082,47043,156622,77561,79061
1201,Estados Unidos Mexicanos,Oaxaca,Total,De 10 a 14 años,267645,137821,129824,196439,103093,93346,71206,34728,36478
1202,Estados Unidos Mexicanos,Oaxaca,Total,De 15 a 19 años,192021,94450,97571,135848,70694,65154,56173,23756,32417
1203,Estados Unidos Mexicanos,Oaxaca,Total,De 20 a 24 años,153824,71889,81935,97409,50790,46619,56415,21099,35316
1204,Estados Unidos Mexicanos,Oaxaca,Total,De 25 a 29 años,136758,63861,72897,78063,41850,36213,58695,22011,36684
1205,Estados Unidos Mexicanos,Oaxaca,Total,De 30 a 34 años,113129,55986,57143,62154,35420,26734,50975,20566,30409
1206,Estados Unidos Mexicanos,Oaxaca,Total,De 35 a 39 años,112582,54940,57642,60071,34783,25288,52511,20157,32354
1207,Estados Unidos Mexicanos,Oaxaca,Total,De 40 años y más,387454,193369,194085,161115,103002,58113,226339,90367,135972
1208,Estados Unidos Mexicanos,Oaxaca,Hasta 2 499 habitantes,Total,1171729,584042,587687,592826,335298,257528,578903,248744,330159
